Job,Operation,Machine,Start,Duration,End,Worker
1,1,1,48780,5400,54180,None
1,2,2,115200,4620,119820,None
1,3,3,120420,1980,122400,None
1,4,4,122880,600,123480,None
1,5,5,133200,1080,134280,None
2,1,1,33240,720,33960,None
2,2,2,37500,3420,40920,None
2,3,3,46800,4620,51420,None
2,4,4,51420,1140,52560,None
2,5,5,52560,5640,58200,None
3,1,1,37080,2580,39660,None
3,2,2,40920,1440,42360,None
3,3,3,51420,2580,54000,None
3,4,4,54000,3720,57720,None
3,5,5,58200,2160,60360,None
4,1,1,39660,3180,42840,None
4,2,2,52500,1620,54120,None
4,3,3,56160,2220,58380,None
4,4,4,58800,720,59520,None
4,5,5,60360,180,60540,None
5,1,1,32160,1080,33240,None
5,2,2,34140,3360,37500,None
5,3,3,37500,2940,40440,None
5,4,4,40440,480,40920,None
5,5,5,46800,4380,51180,None
6,1,1,48180,600,48780,None
6,2,2,58800,1200,60000,None
6,3,3,115200,5220,120420,None
6,4,4,120420,2460,122880,None
6,5,5,125100,4500,129600,None
7,1,1,28800,3360,32160,None
7,2,2,32160,1980,34140,None
7,3,3,34140,300,34440,None
7,4,4,34440,960,35400,None
7,5,5,35400,5880,41280,None
8,1,1,33960,3120,37080,None
8,2,2,46800,5700,52500,None
8,3,3,54000,2160,56160,None
8,4,4,57720,1080,58800,None
8,5,5,115200,4860,120060,None
9,1,1,46800,1380,48180,None
9,2,2,54120,4680,58800,None
9,3,3,58800,1800,60600,None
9,4,4,115200,4680,119880,None
9,5,5,120060,5040,125100,None
10,1,1,54180,5580,59760,None
10,2,2,119820,3660,123480,None
10,3,3,123480,840,124320,None
10,4,4,124320,5100,129420,None
10,5,5,134280,5340,139620,None
